city,gu,dong,park_name,park_type,park_area,park_exercise_facility,park_entertainment_facility,park_benefit_facility,park_cultural_facitiy,park_facility_other,park_open_year,reference_date
서울특별시,종로구,명륜1가,명륜공원,어린이공원,1149.5,,"""모래밭,조합놀이""",음수대,,,1980.0,2018-08-16
서울특별시,종로구,명륜3가,경학공원,어린이공원,3269.0,,,,,,2009.0,2018-08-16
서울특별시,종로구,신문로1가,덕수공원,소공원,873.0,,,,,,2009.0,2018-08-16
서울특별시,종로구,명륜3가,와룡공원,근린공원,204369.0,"""테니스장,배드민턴장,체력단련시설""",,"""화장실,음수대""",,,2010.0,2018-08-16
서울특별시,중구,정동,정동공원,근린공원,8230.0,,,화장실,,,1984.0,2018-05-21
서울특별시,중구,을지로5가,훈련원공원,근린공원,16735.0,x-game장,,화장실,,,1989.0,2018-05-21
서울특별시,중구,신당동,응봉공원,근린공원,107695.0,배드민턴장,,화장실,,,1977.0,2018-05-21
서울특별시,중구,충무로5가,묵정공원,어린이공원,3907.0,,조합놀이대,"""화장실,주차장""",,,1940.0,2018-05-21
서울특별시,중구,황학동,황학공원,어린이공원,1087.0,,조합놀이대,"""화장실,주차장""",,,1940.0,2018-05-21
서울특별시,중구,정동,배재공원,어린이공원,2877.0,,,화장실,무대,,1986.0,2018-05-21
서울특별시,중구,신당동,꿈누리공원,어린이공원,2569.0,,조합놀이대,,,,2007.0,2018-05-21
서울특별시,중구,신당동,동화공원,어린이공원,3071.0,,조합놀이대,,,,2007.0,2018-05-21
서울특별시,중구,순화동,순화어린이공원,어린이공원,1439.0,,조합놀이대,,,,2003.0,2018-05-21
서울특별시,중구,정동,진달래공원,소공원,713.0,,,,,,1985.0,2018-05-21
서울특별시,중구,만리동2가,만리2구역1공원,소공원,1204.2,,,,,,2017.0,2018-05-21
서울특별시,중구,만리동2가,만리2구역2공원,소공원,3394.5,,,,,,2017.0,2018-05-21
서울특별시,중구,만리동2가,손기정공원,체육공원,29682.0,"""축구장, 게이트볼장, 테니스장""",조합놀이대,"""화장실,주차장""",,,1987.0,2018-05-21
서울특별시,중구,순화동,순화문화공원,문화공원,2103.0,,,,,,1973.0,2018-05-21
부산광역시,북구,화명동,화명중앙공원,문화공원,11977.5,5,,파고라,,화장실,2012.0,2018-08-30
부산광역시,북구,구포동,구포문화공원,문화공원,93552.0,,,,,,2006.0,2018-08-30
부산광역시,북구,화명동,화정근린공원,근린공원,10051.1,3,흔들놀이,파고라,,화장실,2012.0,2018-08-30
부산광역시,북구,만덕동,만덕사지당간지주역사공원,근린공원,349.0,,,,,,2016.0,2018-08-30
부산광역시,북구,화명동,수정근린공원,근린공원,10016.0,7,,파고라,,,2001.0,2018-08-30
부산광역시,북구,화명동,현충근린공원,근린공원,10002.0,7,,파고라,,화장실,2001.0,2018-08-30
부산광역시,북구,화명동,명진근린공원,근린공원,10001.0,12,,파고라,,,2001.0,2018-08-30
부산광역시,북구,화명동,화명3택지지구(양달숲공원),근린공원,22525.0,,,,,,1995.0,2018-08-30
부산광역시,북구,화명동,화명근린공원,근린공원,70396.0,10조12종,"""조합놀이대,그네,흔들놀이""",파고라,,화장실,2002.0,2018-08-30
부산광역시,북구,만덕동,만덕근린공원,근린공원,118500.0,0,,,,,2012.0,2018-08-30
부산광역시,북구,만덕동,백양근린공원,근린공원,263817.6,5조9종,"""조합놀이대,그네,흔들놀이""",파고라,,,1999.0,2018-08-30
부산광역시,북구,덕천동,덕천근린공원,근린공원,154484.0,10,,파고라,,,1997.0,2018-08-30
부산광역시,북구,덕천동,덕천개발지구(휴공원),근린공원,12741.0,11조14종,,파고라,,,1993.0,2018-08-30
부산광역시,북구,금곡동,금곡근린공원,근린공원,11908.9,0,조합놀이대,,,,1997.0,2018-08-30
부산광역시,북구,구포동,구포생태근린공원,근린공원,7640.0,,,,,,1990.0,2018-08-30
부산광역시,북구,구포동,백양숲공원,근린공원,11853.0,,,,,,1981.0,2018-08-30
부산광역시,북구,덕천동,덕천소공원,소공원,1281.0,,,,,,2013.0,2018-08-30
부산광역시,북구,만덕동,만덕소공원,소공원,2399.0,0,,,,,2015.0,2018-08-30
부산광역시,북구,만덕동,사기천소공원,소공원,221.0,,,,,,2016.0,2018-08-30
부산광역시,북구,구포동,거북소공원,소공원,742.0,0,,파고라,,,2011.0,2018-08-30
부산광역시,북구,화명동,와석소공원,소공원,670.0,6,"""조합놀이대,흔들놀이""",파고라,,,2013.0,2018-08-30
부산광역시,북구,화명동,희망공원,어린이공원,1500.2,0,조합놀이대,파고라,,,1996.0,2018-08-30
부산광역시,북구,금곡동,행복공원,어린이공원,3325.2,8,"""조합놀이대,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,만덕동,함박공원,어린이공원,1528.8,9,조합놀이대,0,,경로당,1982.0,2018-08-30
부산광역시,북구,만덕동,한빛공원,어린이공원,747.0,0,"""조합놀이대,그네""",파고라,,,1976.0,2018-08-30
부산광역시,북구,만덕동,한마음공원,어린이공원,2886.2,3,조합놀이대,파고라,,화장실,1987.0,2018-08-30
부산광역시,북구,만덕동,하얀마음공원,어린이공원,1951.0,4,조합놀이대,파고라,,,2006.0,2018-08-30
부산광역시,북구,만덕동,하늘공원,어린이공원,2274.3,4,"""조합놀이대,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,구포동,포천공원,어린이공원,1500.7,5조7종,조합놀이대,파고라,,,1984.0,2018-08-30
부산광역시,북구,만덕동,파란마음공원,어린이공원,1596.1,3,조합놀이대,파고라,,,2006.0,2018-08-30
부산광역시,북구,덕천동,철쭉공원,어린이공원,890.4,7,조합놀이대,파고라,,,1980.0,2018-08-30
부산광역시,북구,금곡동,천사공원,어린이공원,1500.2,5,조합놀이대,파고라,,,1996.0,2018-08-30
부산광역시,북구,화명동,직녀공원,어린이공원,2820.9,5,"""조합놀이대,흔들놀이""",파고라,,,1995.0,2018-08-30
부산광역시,북구,구포동,음정공원,어린이공원,1365.5,3조4종,"""조합놀이대,그네""",파고라,,,1984.0,2018-08-30
부산광역시,북구,금곡동,율리공원,어린이공원,1608.5,0,"""조합놀이대,오르는,흔들놀이""",파고라,,,1991.0,2018-08-30
부산광역시,북구,화명동,우신자연공원,어린이공원,2760.2,8,"""조합놀이대,그네""",0,,,1984.0,2018-08-30
부산광역시,북구,금곡동,우리공원,어린이공원,1600.4,0,그네,파고라,,,1991.0,2018-08-30
부산광역시,북구,화명동,용당공원,어린이공원,1500.2,0,"""조합놀이대,그네""",파고라,,,1996.0,2018-08-30
부산광역시,북구,금곡동,열린공원,어린이공원,1500.0,5조7종,"""조합놀이대,흔들놀이""",파고라,,,1991.0,2018-08-30
부산광역시,북구,만덕동,신덕공원,어린이공원,2809.0,6,조합놀이대정글짐흔들놀이,파고라,,,1992.0,2018-08-30
부산광역시,북구,구포동,시랑공원,어린이공원,1460.8,5조8종,,파고라,,,1984.0,2018-08-30
부산광역시,북구,덕천동,쉼터공원,어린이공원,1593.0,2조3종,조합놀이대,,,,1988.0,2018-08-30
부산광역시,북구,덕천동,숙등공원,어린이공원,2369.9,6,"""조합놀이대,그네""",파고라,,,1970.0,2018-08-30
부산광역시,북구,화명동,솔내음공원,어린이공원,1581.3,0,"""조합놀이대,흔들놀이""",파고라,,,2006.0,2018-08-30
부산광역시,북구,금곡동,솔공원,어린이공원,1600.0,3,"""조합놀이대,그네""",파고라,,,1991.0,2018-08-30
부산광역시,북구,화명동,새싹공원,어린이공원,1500.3,0,조합놀이대,파고라,,,1996.0,2018-08-30
부산광역시,북구,만덕동,상록공원,어린이공원,1444.7,8,"""조합놀이대,흔들놀이""",파고라,,경로당,1982.0,2018-08-30
부산광역시,북구,금곡동,사랑공원,어린이공원,3600.0,0,"""조합놀이대,그네,흔들놀이""",파고라,,,1991.0,2018-08-30
부산광역시,북구,화명동,벽산강변공원,어린이공원,2195.7,3,"""조합놀이대,그네,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,화명동,백포공원,어린이공원,1500.2,0,"""조합놀이대,그네""",파고라,,,1996.0,2018-08-30
부산광역시,북구,만덕동,백운공원,어린이공원,1595.0,5,"""조합놀이대,흔들놀이""",파고라,,,1982.0,2018-08-30
부산광역시,북구,금곡동,민주공원,어린이공원,1740.6,5,조합놀이대,파고라,,,1995.0,2018-08-30
부산광역시,북구,금곡동,미래공원,어린이공원,2125.0,2,"""조합놀이대,그네,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,만덕동,동심초공원,어린이공원,1500.0,5,조합놀이대,파고라,,화장실,1990.0,2018-08-30
부산광역시,북구,만덕동,동심공원,어린이공원,1600.2,4,"""조합놀이대,그네""",파고라,,,1982.0,2018-08-30
부산광역시,북구,덕천동,덕천공원,어린이공원,1580.9,7,흔들놀이,,,,1988.0,2018-08-30
부산광역시,북구,덕천동,덕내공원,어린이공원,1942.5,11,조합놀이대그네,파고라,,,1970.0,2018-08-30
부산광역시,북구,화명동,대천천수변공원,어린이공원,1544.4,4,"""조합놀이대,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,금곡동,대천공원,어린이공원,1500.2,0,조합놀이대,파고라,,,1996.0,2018-08-30
부산광역시,북구,덕천동,남산정공원,어린이공원,2433.5,9,"""조합놀이대,그네,흔들놀이""",파고라,,,1990.0,2018-08-30
부산광역시,북구,덕천동,꿈마루공원,어린이공원,1741.4,0,조합놀이대,,,,1988.0,2018-08-30
부산광역시,북구,덕천동,꿈나래공원,어린이공원,2068.2,8,조합놀이대,파고라,,,1988.0,2018-08-30
부산광역시,북구,덕천동,기비골공원,어린이공원,3085.5,6조8종,조합놀이대,파고라,,경로당,1990.0,2018-08-30
부산광역시,북구,금곡동,금빛공원,어린이공원,1554.1,0,조합놀이대,파고라,,,1991.0,2018-08-30
부산광역시,북구,화명동,그린달님공원,어린이공원,2550.4,4,"""조합놀이대,그네,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,화명동,그린꽃님공원,어린이공원,2700.1,7,"""조합놀이대,그네,흔들놀이""",파고라,,,1992.0,2018-08-30
부산광역시,북구,구포동,구삼공원,어린이공원,1494.6,10,조합놀이대,파고라,,,1984.0,2018-08-30
부산광역시,북구,금곡동,공창공원,어린이공원,1507.6,7,"""조합놀이대,흔들놀이""",파고라,,화장실,1991.0,2018-08-30
부산광역시,북구,화명동,견우공원,어린이공원,3669.9,5,"""조합놀이대,흔들놀이""",파고라,,,1995.0,2018-08-30
부산광역시,북구,금곡동,건강공원,어린이공원,1600.0,9,"""조합놀이대,흔들놀이""",파고라,,화장실,1991.0,2018-08-30
부산광역시,북구,구포동,거북공원,어린이공원,520.0,4조8종,조합놀이대,파고라,,,2014.0,2018-08-30
부산광역시,북구,만덕동,개나리공원,어린이공원,1905.8,6,"""조합놀이대,그네,흔들놀이""",파고라,,,1987.0,2018-08-30
부산광역시,중구,영주동,중앙공원,근린공원,229041.0,,,,,,,2018-08-13
부산광역시,중구,영주동,영주어린이공원,어린이공원,198.0,,,,,,,2018-08-13
부산광역시,영도구,동삼동,함지골공원,근린공원,792812.0,사격장,,음식점,청소년수련원,,1972.0,2018-08-31
부산광역시,영도구,동삼동,동삼공원,근린공원,15995.0,철봉 등 6종,,전망대,,,1991.0,2018-08-31
부산광역시,영도구,동삼동,동삼혁신지구근린공원,근린공원,10603.0,,조합놀이대,파고라 6개,,,2007.0,2018-08-31
부산광역시,영도구,동삼동,상리어린이공원,어린이공원,3852.0,,조합놀이대,정자 1개,,,1990.0,2018-08-31
부산광역시,영도구,동삼동,일산봉어린이공원,어린이공원,1878.0,,"""조합놀이대, 그네, 시소""",,,,1990.0,2018-08-31
부산광역시,영도구,동삼동,광명어린이공원,어린이공원,3165.0,,"""조합놀이대, 시소""",파고라 1개,,,1990.0,2018-08-31
부산광역시,영도구,동삼동,팔각어린이공원,어린이공원,1511.0,,"""시소, 그네""",정자 1개,,,1991.0,2018-08-31
부산광역시,영도구,동삼동,중리어린이공원,어린이공원,1502.0,철봉 2,"""조합놀이대, 그네, 시소""",,,,1991.0,2018-08-31
부산광역시,영도구,동삼동,와치어린이공원,어린이공원,1516.0,운동기구 6종,"""조합놀이대, 미끄럼틀""",,,,1991.0,2018-08-31
부산광역시,영도구,동삼동,푸른어린이공원,어린이공원,1514.0,,"""조합놀이대, 그네""",,,,1991.0,2018-08-31
부산광역시,영도구,동삼동,동삼동 소공원,소공원,9989.0,,,파고라 4개,,,2007.0,2018-08-31
부산광역시,영도구,동삼동,하리지구 소공원,소공원,870.0,,,,,,2010.0,2018-08-31
부산광역시,영도구,동삼동,하리지구 소공원,소공원,2067.0,,,파고라1개,,,2010.0,2018-08-31
부산광역시,영도구,동삼동,하리지구 소공원,소공원,625.0,,,,,,2013.0,2018-08-31
서울특별시,동대문구,청량리동,청량,근린공원,242864.0,,,,홍릉수목원,,1940.0,2018-03-31
서울특별시,동대문구,신설동,우산각,어린이공원,5294.2,,"""조합놀이대, 흔들놀이, 그네""",화장실,도서관,다목적광장,1963.0,2018-03-31
서울특별시,동대문구,용두동,느티나무,어린이공원,1719.0,,,,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,안골,어린이공원,1652.3,,조합놀이대,음수전,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,마로니에,어린이공원,1656.2,,조합놀이대,,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,늘푸른,어린이공원,1653.1,,"""조합놀이대, 그네, 흔들놀이""",,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,늘봄,어린이공원,1659.2,,조합놀이대,화장실,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,한내,어린이공원,1617.2,,"""조합놀이대, 회전놀이, 그네, 흔들놀이""",음수전,,,1976.0,2018-03-31
서울특별시,동대문구,전농동,이삭,어린이공원,354.2,,"""조합놀이대, 흔들놀이""",,,,1978.0,2018-03-31
서울특별시,동대문구,답십리동,쉼터,어린이공원,1695.0,,"""조합놀이대, 흔들놀이, 오르기""",음수전,,,1978.0,2018-03-31
서울특별시,동대문구,장안동,장안,근린공원,14744.8,"""배드민턴장, 족구장, 게이트볼장, 농구장 반코트""","""조합놀이대, 그네""","""정자, 벤치, 화장실""",독서실,"""바닥분수, 계류""",1988.0,2018-03-31
서울특별시,동대문구,장안동,장평,근린공원,15698.4,테니스장,,"""정자, 벤치, 화장실""",,벽천,1990.0,2018-03-31
서울특별시,동대문구,장안동,미나리,어린이공원,1636.3,,"""조합놀이대, 그네, 회전놀이, 흔들놀이""",화장실,,,1991.0,2018-03-31
서울특별시,동대문구,장안동,장미,어린이공원,1652.8,,"""조합놀이대, 그네, 시소, 흔들놀이""",,,,1991.0,2018-03-31
서울특별시,동대문구,장안동,샛별,어린이공원,1652.9,,"""조합놀이대, 그네, 흔들놀이""",,,,1991.0,2018-03-31
서울특별시,동대문구,이문동,천장,어린이공원,1656.0,,,,,,1991.0,2018-03-31
서울특별시,동대문구,청량리동,홍릉,근린공원,102920.0,배드민턴장,"""조합놀이대, 모래놀이터""","""파고라, 전망데크, 벤치, 화장실""",정보화도서관,,1994.0,2018-03-31
서울특별시,동대문구,답십리동,답십리,근린공원,160419.1,"""배드민턴장, 지압보도""",,"""파고라, 벤치, 화장실""",,,1996.0,2018-03-31
서울특별시,동대문구,전농동,배봉산,근린공원,265582.0,"""배드민턴장, 지압보도""","""조합놀이대, 그네, 흔들놀이대, 숲속놀이터, 모래놀이터""","""정자, 벤치, 화장실""",야외공연장,"""황톳길,무장애길,야생화단지,유아숲체험장""",1997.0,2018-03-31
서울특별시,동대문구,장안동,미리내,어린이공원,833.0,,"""조합놀이대, 흔들놀이""",음수전,,,2000.0,2018-03-31
서울특별시,동대문구,장안동,이슬,어린이공원,336.0,,"""자동차놀이대, 기차신호등""",음수전,,,2000.0,2018-03-31
서울특별시,동대문구,용두동,용머리,어린이공원,738.5,,"""조합놀이대, 흔들놀이, 회전놀이""",,,,2000.0,2018-03-31
서울특별시,동대문구,장안동,장일,어린이공원,992.0,,"""조합놀이대, 시소, 그네""",,,,2000.0,2018-03-31
서울특별시,동대문구,휘경동,아름,어린이공원,1116.0,,조합놀이대,,,,2000.0,2018-03-31
서울특별시,동대문구,이문동,독구말,어린이공원,973.0,,"""조합놀이대, 흔들놀이, 회전놀이""",,,,2000.0,2018-03-31
서울특별시,동대문구,답십리동,동산,어린이공원,1359.2,,"""조합놀이대, 그네, 시소, 흔들놀이""",음수전,,,2002.0,2018-03-31
서울특별시,동대문구,휘경동,보림,어린이공원,1592.0,,조합놀이대,,,,2004.0,2018-03-31
서울특별시,동대문구,용두동,용두희망,어린이공원,1422.0,,"""조합놀이대, 그네, 회전놀이, 흔들놀이""",,,,2004.0,2018-03-31
서울특별시,동대문구,제기동,방아다리,어린이공원,1537.0,,"""조합놀이대, 그네""",,,,2006.0,2018-03-31
서울특별시,동대문구,용두동,용두,근린공원,17182.0,,"""조합놀이대, 흔들놀이대""",벤치,야외공연장,"""환경자원센터,바닥분수,계류""",2006.0,2018-03-31
서울특별시,동대문구,전농동,활터(가칭),근린공원,5408.0,,"""조합놀이대, 흔들놀이대""","""파고라, 벤치""",,계류,2007.0,2018-03-31
서울특별시,동대문구,답십리동,새샘(가칭),근린공원,9052.0,,"""조합놀이대, 그네, 회전무대""","""파고라, 벤치""",,"""바닥분수, 계류""",2007.0,2018-03-31
서울특별시,동대문구,답십리동,장령당,소공원,1424.0,,,음수전,,,2007.0,2018-03-31
서울특별시,동대문구,휘경동,휘봉,어린이공원,1398.0,,"""조합놀이대, 흔들놀이""",,,,2010.0,2018-03-31
서울특별시,동대문구,답십리동,꿈동산,어린이공원,1570.7,,"""조합놀이대, 그네, 흔들놀이, 회전놀이""",,,,2010.0,2018-03-31
서울특별시,동대문구,회기동,작은언덕,소공원,400.0,,,,,,2011.0,2018-03-31
서울특별시,동대문구,전농동,아름드리,어린이공원,2626.5,,"""조합놀이대, 흔들놀이, 회전놀이, 시소""",,,,2011.0,2018-03-31
서울특별시,동대문구,제기동,선농단,역사공원,3933.0,,,,,,2012.0,2018-03-31
서울특별시,동대문구,휘경동,내길,소공원,514.9,,,,,,2012.0,2018-03-31
서울특별시,동대문구,휘경동,진달래,어린이공원,2345.0,,"""조합놀이대, 그네""",,,,2014.0,2018-03-31
서울특별시,동대문구,용두동,용두4구역,소공원,1763.2,,,,,,2015.0,2018-03-31
서울특별시,영등포구,당산동4가,이음소공원,소공원,732.0,헬스형 운동기구 등,,평의자 등,,,2007.0,2018-02-20
서울특별시,영등포구,도림동,고추말어린이공원,어린이공원,3071.0,헬스형 운동기구 등,조합놀이대,"""파고라, 음수대 등""",,,1963.0,2018-02-20
서울특별시,영등포구,당산동4가,새말소공원,소공원,1642.0,헬스형 운동기구 등,,평의자 등,,,2011.0,2018-02-20
서울특별시,영등포구,영등포동2가,중마루근린공원,근린공원,6456.0,족구장,,"""음수대, 평의자 등""",,,1998.0,2018-02-20
서울특별시,영등포구,영등포동,중앙어린이공원,어린이공원,3671.0,헬스형 운동기구 등,조합놀이대,"""파고라, 평의자 등""",,,1940.0,2018-02-20
서울특별시,영등포구,문래동3가,문래근린공원,근린공원,23611.0,"""배드민턴장, 게이트볼장""",조합놀이대,"""음수대, 평의자 등""",,,1940.0,2018-02-20
서울특별시,영등포구,당산동5가,당산나루소공원,소공원,1339.0,헬스형 운동기구 등,,"""파고라, 평의자 등""",,,2009.0,2018-02-20
서울특별시,영등포구,영등포동8가,서강어린이공원,어린이공원,1797.0,헬스형 운동기구 등,조합놀이대,"""파고라, 평의자 등""",,,1982.0,2018-02-20
부산광역시,금정구,장전동,금강공원,근린공원,1875409.0,,,화장실,,,1965.0,2018-06-30
부산광역시,금정구,장전동,장전공원,근린공원,453632.0,,,화장실,,,1965.0,2018-06-30
부산광역시,금정구,금사동,명장공원,근린공원,125688.0,,,,,,1972.0,2018-06-30
부산광역시,금정구,부곡동,가마실공원,어린이공원,1530.9,,미끄럼틀,,,,2014.0,2018-06-30
부산광역시,금정구,부곡동,공수물공원,어린이공원,558.0,,,,,,1968.0,2018-06-30
부산광역시,금정구,구서동,구서공원,어린이공원,1736.6,,"""그네, 미끄럼틀""",,,,2002.0,2018-06-30
부산광역시,금정구,부곡동,구월공원,어린이공원,1910.0,,"""그네, 미끄럼틀""",,,,1987.0,2018-06-30
부산광역시,금정구,구서동,금정공원,어린이공원,796.0,,미끄럼틀,,,,1968.0,2018-06-30
부산광역시,금정구,금사동,금천공원,어린이공원,1983.3,게이트볼장,"""그네, 미끄럼틀""",,,,1984.0,2018-06-30
부산광역시,금정구,부곡동,기찰공원,어린이공원,983.1,,"""그네, 미끄럼틀""",,,,1968.0,2018-06-30
부산광역시,금정구,장전동,까치공원,어린이공원,513.1,,미끄럼틀,,,,1968.0,2018-06-30
부산광역시,금정구,남산동,남산공원,어린이공원,2255.0,,미끄럼틀,,,,1980.0,2018-06-30
부산광역시,금정구,청룡동,놀이마당공원,어린이공원,1462.1,,"""미끄럼틀, 시소""",화장실,,,1971.0,2018-06-30
부산광역시,금정구,남산동,다람쥐공원,어린이공원,1706.1,,미끄럼틀,,,,1980.0,2018-06-30
부산광역시,금정구,남산동,달님공원,어린이공원,4086.8,,"""미끄럼틀, 시소""",,,,1980.0,2018-06-30
부산광역시,금정구,금사동,보람공원,어린이공원,2738.2,게이트볼장,,화장실,,,1972.0,2018-06-30
부산광역시,금정구,장전동,비석바위공원,어린이공원,3405.3,,,,,,2003.0,2018-06-30
부산광역시,금정구,회동동,상록수공원,어린이공원,4343.1,배드민턴장,,,,,1972.0,2018-06-30
부산광역시,금정구,구서동,샘골공원,어린이공원,1024.5,,미끄럼틀,,,,1971.0,2018-06-30
부산광역시,금정구,서동,서명상상어린이공원,어린이공원,1155.4,,"""그네, 미끄럼틀""",,,경로당,1972.0,2018-06-30
부산광역시,금정구,구서동,선경공원,어린이공원,3985.9,,"""그네, 미끄럼틀""",,,,1980.0,2018-06-30
부산광역시,금정구,부곡동,숲속공원,어린이공원,5694.0,,"""미끄럼틀, 시소""",,,,2005.0,2018-06-30
부산광역시,금정구,남산동,요산꽃님공원,어린이공원,1657.9,,미끄럼틀,,,,2005.0,2018-06-30
부산광역시,금정구,구서동,우성공원,어린이공원,1100.0,,미끄럼틀,,,,1980.0,2018-06-30
부산광역시,금정구,금사동,은빛공원,어린이공원,2336.0,,미끄럼틀,,,,1972.0,2018-06-30
부산광역시,금정구,남산동,푸른솔밭공원,어린이공원,3523.5,,미끄럼틀,,,,1980.0,2018-06-30
부산광역시,금정구,남산동,형제공원,어린이공원,2203.3,,,,,,1980.0,2018-06-30
부산광역시,금정구,금사동,화랑공원,어린이공원,1833.4,,미끄럼틀,,,,1972.0,2018-06-30
부산광역시,금정구,회동동,회동첨단공원,소공원,3032.0,,,,,,2008.0,2018-06-30
부산광역시,금정구,회동동,동대공원,소공원,1814.1,,,,,,2010.0,2018-06-30
부산광역시,금정구,금사동,금사소공원,소공원,503.0,,,,,,2013.0,2018-06-30
부산광역시,동구,좌천동,좌천지구어린이공원,어린이공원,999.0,,조합놀이대,,,,1972.0,2018-01-01
부산광역시,동구,범일동,증산공원,근린공원,31133.0,,,화장실,,,1986.0,2018-01-01
서울특별시,도봉구,창동,월천근린공원,근린공원,10712.0,"""배드민턴장, 체력단련장""","""시소, 조합놀이대""","""화장실, 음수대""",,연못,1985.0,2018-05-15
서울특별시,도봉구,창동,초안산 근린공원,근린공원,664905.0,"""운동장, 축구장, 농구장, 배드민턴장, 골프연습장, 체력단련장""",,"""주차장, 매점, 화장실, 음수대""",도서관,"""연못, 분수""",1993.0,2018-05-15
서울특별시,성동구,옥수동,달맞이,근린공원,63411.43,"""배드민턴장 2개소, 체력단련시설 6개소 36개""","""조합놀이대 1기, 시소 2개""",화장실 1개소,없음,없음,1940.0,2018-08-13
서울특별시,성동구,하왕십리동,무학봉,근린공원,28843.0,"""배드민턴장 1개소, 농구장 1개소, 체력단련시설 3개소 29개""",없음,화장실 1개소,없음,없음,1977.0,2018-08-13
서울특별시,성동구,용답동,용답휴식,근린공원,6046.9,"""배드민턴장 1개소, 농구정 1개소, 체력단련시설 1개소 7개""",없음,화장실 1개소,없음,없음,1963.0,2018-08-13
서울특별시,성동구,마장동,동마장,어린이공원,1090.9,체력단련시설 1개소 3개,"""조합놀이대 1개소, 모래밭 1개소""",화장실 1개소,없음,없음,1977.0,2018-08-13
서울특별시,성동구,응봉동,응봉새말,어린이공원,311.0,없음,"""조합놀이대 1개소, 모래밭 1개소""",없음,없음,없음,1979.0,2018-08-13
서울특별시,성동구,사근동,사근,어린이공원,496.0,체력단련시설 1개소 3개,"""조합놀이대 1개소, 그네 1개""",없음,없음,없음,1979.0,2018-08-13
서울특별시,성동구,마장동,마장,어린이공원,911.0,체력단련시설 1개소 4개,"""조합놀이대 1개소, 그네 1개, 시소 1개""",없음,없음,없음,1977.0,2018-08-13
서울특별시,성동구,응봉동,응봉개나리,어린이공원,462.0,없음,"""조합놀이대 1개소, 그네 1개소,""",없음,없음,없음,1947.0,2018-08-13
서울특별시,성동구,마장동,서마장,어린이공원,350.3,없음,조합놀이대 1개소,없음,없음,없음,1975.0,2018-08-13
서울특별시,성동구,송정동,송정,어린이공원,236.4,없음,"""조합놀이대 1개소, 그네 1개""",없음,없음,없음,2001.0,2018-08-13
서울특별시,성동구,하왕십리동,미소,어린이공원,3411.0,체력단련시설 1개소 6개,"""놀이대 2개소, 모래밭 1개소""",없음,없음,없음,1974.0,2018-08-13
서울특별시,성동구,응봉동,응삼,어린이공원,1646.7,체력단련시설 1개소 2개,"""조합놀이대 1개소, 그네 1개소, 미끄럼틀 1개소""",없음,없음,없음,1975.0,2018-08-13
서울특별시,성동구,마장동,보람,어린이공원,823.3,없음,"""조합놀이대 1개소, 시소 1개소""",없음,없음,없음,2000.0,2018-08-13
서울특별시,성동구,홍익동,도선,어린이공원,2332.5,체력단련시설 1개소 7개,조합놀이대 1개소,없음,없음,없음,2005.0,2018-08-13
서울특별시,성동구,행당동,살구골,어린이공원,1573.9,체력단련시설 1개소 3개,,없음,없음,없음,2004.0,2018-08-13
서울특별시,성동구,행당동,전관원,어린이공원,4760.0,체력단련시설 1개소 4개,"""시소 1개, 기타 4개""",없음,없음,없음,2008.0,2018-08-13
서울특별시,성동구,송정동,장미,소공원,485.4,체력단련시설 1개소 5개,없음,없음,없음,없음,2006.0,2018-08-13
서울특별시,성동구,옥수동,옥정,소공원,711.76,체력단련시설 1개소 4개,없음,없음,없음,없음,2006.0,2018-08-13
서울특별시,성동구,옥수동,매봉,소공원,2006.7,체력단련시설 1개소 4개,없음,없음,없음,없음,2006.0,2018-08-13
서울특별시,성동구,하왕십리동,왕십리 KCC스위첸,소공원,1514.1,체력단련시설 2개소 5개,없음,없음,없음,없음,2010.0,2018-08-13
서울특별시,성동구,성수동1가,트리마제,소공원,2762.8,없음,없음,없음,없음,없음,2012.0,2018-08-13
서울특별시,성동구,하왕십리동,하왕1-5구역,소공원,1451.1,체력단련시설 1개소,없음,없음,없음,없음,2007.0,2018-08-13
서울특별시,성동구,행당동,행당4구역,소공원,1235.0,없음,없음,없음,없음,없음,2003.0,2018-08-13
서울특별시,강북구,우이동,무너미,어린이공원,380.0,,조합놀이대 시소,,,,,2018-08-01
서울특별시,강북구,우이동,솔밭근린공원,근린공원,34955.0,배드민턴장,조합놀이대 그네 흔들놀이,화장실,야외무대 장기바둑쉼터 놀이마당,바닥분수,1996.0,2018-08-01
서울특별시,강북구,미아동,벽오산,어린이공원,1250.0,,조합놀이대 시소,,,,1968.0,2018-08-01
서울특별시,강북구,미아동,한 빛,어린이공원,1192.1,,조합놀이대 그네,화장실,,,1964.0,2018-08-01
